intervient moins de cinq ans après la fin de la validité dudit contrat. La MIC a donc un | 06d34
demande d’avis relative à la liste des opérateurs susceptibles d’être concernés par l’article L. 34-8 dudit code comme exerçant une | 99a13
FIFA concerné mais participent activement à sa mise en œuvre. Aux termes de l’article 5 dudit règlement, | 99a20
distributeurs, soit en devenant à leur tour partenaires dudit distributeur. Cette faculté | 10a25
dudit code, sont de nature à permettre une appréciation de la licéité de la pratique | 09a57
concurrence, l’ARAF qui, aux termes de l’article 4 dudit projet de loi a pour mission | 09a55
prestation de serment dudit notaire. | 15a02
œuvre d’une procédure contradictoire prévue au livre IV dudit code, sont de nature à | 05a16
procédure contradictoire prévue au livre IV dudit code, sont de nature à permettre une | 05a16
dudit code. Seules une saisine contentieuse et la mise en oeuvre d'une procédure pleinement contradictoire, | 02a08
l’issue de la présente opération, ce groupe détiendra près de 61 % dudit marché ; que, par ailleurs, le groupe | 98a09
dudit code, sont de nature à permettre une appréciation de la licéité de la pratique | 10a11
(notamment par les articles L. 5211-1 à L. 5211-6 dudit code). | 10a11
L. 4363-2 dudit code qui prohibe "l’exercice illégal de la profession (…) | 10a11
entreprises et du volume dudit marché" (CJCE, Züchner contre Bayerische Vereinsbank, | 10a11
degré d'incertitude sur le fonctionnement dudit marché avec comme conséquence une | 10a11
l'importance et du nombre des entreprises et du volume dudit marché" (CJCE, Züchner contre | 06a18
dudit code et considérés comme exerçant une influence significative sur le marché des | 02a14
nouvel ensemble issu de la présente opération détient près de 29 % dudit marché ; qu’en conséquence, | 99a03
position ; que le nouvel ensemble détient environ 29 % dudit marché, ce qui lui confère une position plus de | 99a03
groupe américain Tyco, qui, à lui seul, détient 45 % dudit marché ; | 99a03
mise en œuvre d’une procédure contradictoire prévue au livre IV dudit code sont de nature | 10a02
100 dudit chiffre d'affaires, et quelques opérateurs indépendants dont la société Bac Films est | 93a12
justice ou d’officier public ou ministériel, sa rémunération est arrêtée conformément aux règles dudit tarif ». | 16a03
au premier alinéa dudit article, aux termes duquel « les tarifs mentionnés à l’article L. 4441 prennent en compte les coûts pertinents du service rendu et une rémunération | 16a03
totale dudit cabinet. | 16a03
ou ministériel, sa rémunération est arrêtée conformément aux règles dudit tarif ». | 16a03
notamment, l’article L. 462-1 dudit code, et le décret 2002-689 du 30 avril 2002, fixant ses | 06a16
420-1 et L. 420-2 dudit code ou des articles 81 ou 82 du traité de l'Union européenne. Seules, | 03a18
Conseil de la concurrence avant toute modification dudit décret. | 08a19
dudit article pourra s’inspirer, entre autres, des recommandations élaborées par la | 15a11
opérateurs susceptibles d’être concernés par l’article L. 34-8 dudit code comme exerçant une influence | 00a18
apparaissant sur le site dudit libraire et serait renvoyé au site du distributeur ou de l’éditeur | 09a56
4 011 307 visites, mais sur les 1 334 257 visites effectuées par le réseau Dekra ; que la redevance dudit | 97a23
présente sur le marché du contrôle technique automobile, avec 4,14 % dudit marché ; que, sur ce point, la | 97a23
demande d’avis relative à la liste des opérateurs susceptibles d’être concernés par l’article L. 34-8 dudit code comme exerçant une | 00a28
lorsque les travaux demandés atteignent le seuil d’application dudit article, soit environ | 05a22
celui-ci s’engage à s’approvisionner pour tout ou partie de ses bières, auprès dudit-brasseur | 04a08
644 000 euros, qui est la fixation objective dudit prix selon les modalités arrêtées entre les | 04a08
base de 4 850 francs la tonne, un chiffre d'affaires de 60,6 millions de francs soit 1,02 % dudit marché en | 97a02
des pratiques au regard des dispositions des articles L. 420-1 et L. 420-2 dudit code. Elle | 12a16
dudit protocole, des 512 600 actions constituant la totalité du capital de la société Excel S.A., | 94a17
l’exploitation des bois communaux relevant dudit régime (cour administrative d’appel de | 09a33
110. L‟effet direct d‟une surcharge sur un moyen de paiement est donc de réduire l‟usage dudit | 09a35
terrain objet dudit contrat), la durée de ces clauses pouvant également s’étaler sur plusieurs | 10a26
d’exploitation et du magasin dans le réseau dudit groupement. | 10a26
salarié dudit groupe. Lorsqu’arrivent la dernière phase de négociation et celle de la | 10a26
dispositions du livre IV dudit code, relatif à la liberté des prix et de la concurrence. | 08a10
« bon fonctionnement »72 dudit magasin ou d’exiger que le candidat à la distribution sur | 12a20
commercialisation dudit produit. Enfin, la distribution sélective permet au fabricant qui y | 12a20
l'administré, ce dernier peut, à l'expiration dudit délai, demander à l'administration de lui | 04a10
En application de l’article 6 dudit règlement, toute plantation nouvelle de vignes est interdite jusqu’au | 98a13
En application de l’article 7 dudit règlement, les replantations ne sont permises que dans le cas où une | 98a13
En application de l’article 8 dudit règlement, toute personne physique ou morale ou groupement de | 98a13
